epoch,train_loss,train_acc,val_loss,val_acc
1,2.302804090499878,0.096,2.302882545471191,0.092
2,2.3026620235443116,0.0975,2.3031103858947755,0.092
3,2.302639804840088,0.098375,2.303205940246582,0.092
4,2.302606996536255,0.102,2.3033066482543947,0.092
5,2.3026347827911375,0.100375,2.303396978378296,0.092
6,2.3026810264587403,0.09575,2.303429977416992,0.092
