epoch,train_loss,train_acc,val_loss,val_acc
1,2.1985360412597656,0.181875,1.83809574508667,0.3235
2,1.8943899698257447,0.295125,1.7230209083557129,0.365
3,1.7564812259674072,0.358,1.580512674331665,0.4355
4,1.6580680084228516,0.387375,1.488808566093445,0.4495
5,1.5748012351989746,0.421625,1.4309919691085815,0.469
6,1.5018541231155396,0.4485,1.3471396646499634,0.5
7,1.4541126613616944,0.474625,1.3130265617370604,0.52
8,1.417446099281311,0.484125,1.278319507598877,0.5415
9,1.3807548093795776,0.505,1.2494294395446777,0.556
10,1.3527022008895875,0.5105,1.2594752788543702,0.544
11,1.310219316482544,0.517625,1.1956446390151978,0.5875
12,1.2867270112037659,0.532,1.154855881690979,0.591
13,1.2568577451705933,0.55425,1.1443284006118775,0.591
14,1.2311460452079772,0.55,1.1458651161193847,0.5835
15,1.209813274860382,0.573625,1.1387293272018433,0.5915
16,1.1937169213294982,0.572625,1.0794761333465577,0.628
17,1.1650767011642456,0.582,1.0840624990463257,0.6145
18,1.1260808725357057,0.58975,1.072350022315979,0.6185
19,1.1210825271606446,0.595625,1.0883584804534912,0.612
20,1.1009764366149903,0.6105,1.029294177055359,0.6315
21,1.0987332606315612,0.61025,1.0568383569717408,0.629
22,1.0637046365737914,0.61925,0.9956260108947754,0.6475
23,1.0437490191459655,0.62925,1.0318191080093384,0.64
24,1.048659499168396,0.62775,1.0037490100860595,0.651
25,1.0295062918663025,0.63425,0.9822521066665649,0.6565
26,1.0410207920074463,0.633375,0.9894133424758911,0.6545
27,0.9952777466773987,0.65275,0.9653767700195313,0.6535
28,1.0053212718963622,0.642625,0.9421034955978393,0.668
29,0.9678299913406372,0.6515,0.9467736310958862,0.6575
30,0.9412456164360047,0.6685,0.9692132272720337,0.66
