epoch,train_loss,train_acc,val_loss,val_acc
1,2.3027475261688233,0.096625,2.302776710510254,0.092
2,2.3026628074645994,0.099375,2.3029907684326174,0.0945
3,2.302677387237549,0.093625,2.3031611709594726,0.092
4,2.3026348686218263,0.101875,2.3031910591125486,0.0935
5,2.3025988788604734,0.097875,2.303296844482422,0.0935
6,2.302630210876465,0.098875,2.3034067554473876,0.092
7,2.3026418628692626,0.095875,2.3034518814086913,0.092
